Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Bumm Bumm Bole,1629241,2010,Drama,Family,Thriller,Hindi,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary,NA,NA,NA,"When Meghalaya-based Gogai attempts to molest his subordinate, Kalyani, her husband, Khogiram Maheshwar Gwala, also an employee, intervenes, a scuffle ensues, people gather and separate the duo, and an enraged Gogai fires them. Khogiram is unable to find a job; Kalyani does not make enough money weaving baskets; while their two children, Pinaki and Rimzim, have not only to deal with their respective Catholic schools, but also assist their parents, and share a pair of shoes. Things get even worse after Gogai gets killed, and Inspector Vishwajeet Khatonyar detains and interrogates Khogiram - suspecting him of not only killing Gogai but also having connections with terrorists.",6.1,652,https://www.imdb.com/title/tt1629241/
Jamai Raja,4455902,2014,Drama,NA,NA,Hindi,Ravi Dubey,Nia Sharma,Achint Kaur,NA,NA,NA,NA,5.7,163,https://www.imdb.com/title/tt4455902/
Jaan,0151090,1996,Action,Drama,Romance,Hindi,Ajay Devgn,Twinkle Khanna,Amrish Puri,Shashi,Prakash Shetty,NA,"Police Commissioner Suryadev Singh is a doting grandfather to his only granddaughter, Kajal. However, unbeknownst to Suryadev, Kajal's life is under threat from his embittered cousin, Vishamber. Vishamber's father had bequeathed his entire estate to his nephew Suryadev instead of Vishamber. Now Vishamber wants to kill Kajal, thus becoming the sole heir to the inheritance. Some goons attempt to kidnap Kajal but a bystander, Karan, fights them off and rescues her. Impressed, Suryadev appoints him as Kajal's bodyguard and they both leave for the town of Sundernagar, which is their ancestral home. However, Suryadev does not know that the kidnapping as well as Karan's rescue of Kajal were staged in order to win Suryadev's trust and that Karan is in fact an assassin hired by Vishamber to kill Kajal.",4.1,563,https://www.imdb.com/title/tt0151090/
Hindustan Ki Kasam,0207513,1999,Action,Drama,NA,NA,Amitabh Bachchan,Ajay Devgn,Manisha Koirala,NA,NA,NA,"A mother gives birth to twins. Unfortunately, they are separated. One of the children ends up in neighbouring Pakistan and grows up a devout Muslim named Tauheed, while the other grows up as a Hindu named Ajay. With the on-going rivalry and hatred between the two countries, both find themselves on the opposite side, and must battle each other. The only way they can unite is by saving the life of the Pakistani Prime Minister, who himself has become the target of terrorists.",3.4,578,https://www.imdb.com/title/tt0207513/
Speed,0816657,2007,Action,Crime,Thriller,Hindi,Urmila Matondkar,Sanjay Suri,Zayed Khan,NA,NA,NA,"Zayed comes to London to convince his girlfriend Minisha to give him another chance to prove his love for her. Meanwhile, Sanjay, an undercover MI5 agent, receives a CD from Sohail Khan and his lady, Tanushree, which contains the recording of his kidnapped wife, Urmila, and is asked to follow the instructions. He asks his colleague Amrita to crack the code and moves off. He's completely confused about what's happening. Soon he realizes that he is being used as a weapon to assassinate the PM of India on his London tour. As he is still not agreeing to plans, Sohail finally decides to kidnap his kid. Sanjay's kidnapped wife, Urmila, starts trying to escape. Her only ray of hope is the telephone call she's accidentally made to Zayed Khan. He's in touch with her throughout the movie on his cell phone. Continuously talking with her and giving her moral support. As Zayed decides to help Urmila, his love of life,Minisha gets pissed off and threatens to break up again. A happy-go-lucky brat Zayed, who never takes anything seriously, risks his own life to save an unknown family just because of a call. Aashish Chaudhary - the super-cop of London is in charge of security of the visiting Prime Minister. But as his girlfriend has her birthday the very same day, Ashish is caught between his personal life and duty. He obviously chooses the later. Will Sohail and tanushree succeed in their sinister plans? And will Zayed be able to save his love life with Minisha?, Will Urmila and her kid live another day just with the help of Zayed's phone? Will Ashish be able to protect the life of the Prime Minister?",3.0,544,https://www.imdb.com/title/tt0816657/
Bhoot Returns,2406636,2012,Horror,Mystery,Thriller,Hindi,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,NA,NA,NA,"This story revolves around a family that moves into a new bungalow. Soon the family members experience weird things happening in the house. The little girl Nimmi claims the presence of an invisible figure named Shabbu thus putting her parents in trouble. Pooja (the sister of Nimmi's father) surprises the family by a sudden visit, and after analyzing the situation that Nimmi is suffering from, she places wireless cameras all over the house to record the activities of Nimmi. With the passage of time, Laxman (the servant) and Taman (the brother of Nimmi) are brutally murdered. Lastly, the possessed girl Nimmi is burned down and the family flee, bloody and injured.",2.6,534,https://www.imdb.com/title/tt2406636/
Avtaar,0233264,1983,Drama,NA,NA,Hindi,Rajesh Khanna,Shabana Azmi,Sujit Kumar,K. Babubhai,NA,NA,"Avtaar Krishen lives a poor lifestyle with his wife, Radha, and two sons, Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education, and live a better lifestyle. He gets injured and crippled while working, but is compensated adequately by his employer, Bawaji. Years later his sons have grown up. While Ramesh has married Sudha and works with a bank; Chander is wooing Renu, the only daughter of wealthy Seth Laxminarayan. When Avtaar and Radha wish to go on a tirathyatra (pilgrimage), they ask Ramesh to book tickets for them, but he tells them that he has no money. When Radha gets sick, their servant, Sewak, enters Sudha's room to get some money for her treatment, as a result Radha does get treatment, but Sudha blames them for stealing her money. Avtaar asks Ramesh and his wife to get out, only to find out that the house is now in Sudha's name. AVtaar, Radha and Sewak move out and live in a shanty hut. Their hopes are with Chander, who does well in his exams, decides to marry Renu, and moves out without financially assisting his parents. Now Avtaar and Radha are elderly and dependent on Sewak, and the question remains will they resign themselves to this existence, if not, what possibly can a crippled older male accomplish, especially at this time in his life?",7.2,600,https://www.imdb.com/title/tt0233264/
Ashaant,0290429,1993,Action,Thriller,NA,Hindi,Akshay Kumar,Vishnuvardhan,Ashwini Bhave,NA,NA,NA,NA,5.2,534,https://www.imdb.com/title/tt0290429/
Khoya Khoya Chand,0995823,2007,Drama,Romance,NA,Hindi,Shiney Ahuja,Soha Ali Khan,Rajat Kapoor,Gobinda Baidya,Samir Raut,NA,"Circa 1960s Lucknow-based author Zafar Ali Naqvi, who has issues with his father and his four wives, including the 4th one who lusts after him, re-locates to Bombay, starts writing for movies, and falls in love with starlet Nikhat Sheikh. Both decide to get married but cancel the plans at the last minute after she finds out that her mother and her live-in boyfriend, Michael, have gambled all her savings. Zafar leaves, leaving Nikhat on a bumpy road to self-destruction.",6.2,541,https://www.imdb.com/title/tt0995823/
Tehzeeb,0348172,2003,Drama,NA,NA,Urdu,Shabana Azmi,Urmila Matondkar,Arjun Rampal,NA,NA,NA,"Rukhsana Jamal and Anwar had been married for several years, and have two daughters, Tehzeeb and Nazeen, from this marriage. Anwar goes through a period of mental instability and depression, which ends in his committing suicide by shooting himself dead. Years later Tehzeeb and Nazeen have both grown up. Tehzeeb has married Salim Mirza, while Nazneen is mentally unstable. Their fairly smooth lifestyle changes abruptly when Tehzeeb finds out that Salim is having an affair with Sheena Roy; and Nazneen comes across a loaded revolver.",5.9,546,https://www.imdb.com/title/tt0348172/
Maidan-E-Jung,0267703,1995,Action,Drama,NA,Hindi,Dharmendra,Akshay Kumar,Karisma Kapoor,Pradeep Singh,NA,NA,"Daata Guru (Amrish Puri) is a wealthy, powerful, and influential head of a village. He owns and controls all the villagers and their properties. Anyone who dares to raise their voice against him is crushed by his employee, Shankar (Dharmendra), and his sons, Guman (Gulshan Grover) and Karan (Akshay Kumar). When Daata Guru learns that Shankar has abducted his widowed daughter-in-law, Lakhsmi (Jaya Pradha), and has married her, he is enraged and wants Shankar dead. Daata Guru also instigates Karan against Shankar, and threatens the villagers to cut off their water supply if they do not turn in Shankar to him. What will Shankar do to protect his new wife and himself from the wrath of Daata Guru and his men?",4.3,545,https://www.imdb.com/title/tt0267703/
Chamku,1266545,2008,Action,Crime,Thriller,Hindi,Bobby Deol,Priyanka Chopra Jonas,Irrfan Khan,Narayan K. Padharia,NA,NA,"After witnessing his entire Bhagpur, Bihar-based family being killed by Thakur Mahendra Pratap Singh, a traumatized and injured Chandrama Singh wakes up in a hospital, is adopted by Naxal leader, Baba, and grows up to become one himself. Years later, after killing Ramji Mahto, the police kill Baba, while Chandrama is hospitalized after being shot. When he recovers, he is told by Officer Vijayraj Kapur that he must agree to become a police-assassin or be killed in an 'encounter'. Chandrama agrees and undergoes vigorous training in all combat aspects along with 29 others for over 3 years. He then re-locates to Mumbai, and lives with another assassin, Arjun Tiwari, his mother, and falls in love with a school-teacher, Shubhi, while carrying out a wide variety of assassinations against 'anti-nationals'. Chandrama's only goal is to locate and kill Mahendra while Arjun wants to retire and re-locate to his home-town in Sultanpur. With increasing pressure of marriage from a pregnant Shubhi, Chandrama will find his life changing even more after Arjun gets killed by the police, and he is instructed that he cannot kill Mahendra - who is very influential - and is all set to become a Member of Parliament.",4.0,547,https://www.imdb.com/title/tt1266545/
Antardwand,1722425,2008,Crime,Drama,NA,Hindi,Raj Singh Chaudhary,Raja Chaudhary,Swati Sen,NA,NA,NA,NA,7.3,686,https://www.imdb.com/title/tt1722425/
Paying Guests,1176961,2009,Comedy,Drama,NA,Hindi,Shreyas Talpade,Javed Jaffrey,Aashish Chaudhary,Sharad Gujar,NA,NA,"After Bhavesh, Parag, Parikshat, and Jayesh ridicule their Bangkok-based landlord, Kiska Meglani, he evicts them. Broke and with nowhere to go, the hapless foursome decide to pose as couples, with Bhavesh and Parag assuming the guise of voluptuous females, Karishma and Kareena respectively. They find a sympathetic landlord, Ballu Singh, who lets them move in. Subsequently, Jayesh finds employment in an architectural firm and assures his friends that their problems may well be resolved. But before that could happen, Ballu's wife, Sweety, comes to know that Kareena is pregnant, and the involvement of gangsters who want a signed deed from Ballu at any and all costs.",4.3,530,https://www.imdb.com/title/tt1176961/
